id,0,1,2,3,4,5,6,7,label
0,0.001531116,0.00107062,0.00109847,0.008285024,0.006943767,0,0.007447488,0.006267925,1
1,0.001658954,0.002179637,0.009784831,0.006184596,0.005152423,0.022568995,0.005883515,0.009572831,0
2,0.001078908,0.000782643,0.000692881,0.000933524,0.013536652,0.001100927,0.006628264,0.003988679,0
3,0.002141285,0.002553394,0.000270393,0.010502144,0.003545753,0,0.007447488,0.011396227,1
4,0.001175521,0.000450551,0.002146241,0.011669048,0.00108958,0,0.007447488,0,1
5,0.001500626,0.001813641,0.010393215,0.003617405,0.006426678,0,0.007447488,0.007065661,0
6,0.001125561,0.001579992,0.002416634,0.007468191,0.007109974,0,0.007447488,0.006495849,0
7,0.001750057,0.001928015,0.007689289,0.006417977,0.006888365,0.010238617,0.006992364,0.005128302,0
8,0.000991846,0.000778967,0.013823821,0.005251072,0.007036104,0,0.007447488,0.006267925,0
9,0.011037039,0.010782177,0.003075716,0.001050214,0.004192115,0,0.009102485,0.010370566,0
10,0.003972159,0.006124306,0.006759814,0.00233381,0.006038861,0.023339644,0.004907067,0.002279245,0
11,0.001104622,0.000747514,0.003616501,0.005834524,0.009381473,0.004733984,0.007273713,0.005698113,0
12,0.000599148,0.000633549,0.00657392,0.002567191,0.01224393,0.001871575,0.007422663,0,0
13,0.000215635,4.49E-05,0.002940519,0.000466762,0.002751652,0,0.007447488,0.005926038,0
14,0.001607157,0.001316524,0.006337326,0.001516976,0.000978776,0,0.007447488,0.011396227,0
15,0.000457351,0.000534289,0.001537858,0.004200857,0.008273425,0,0.007447488,0.006723774,0
16,0.002013814,0.001917394,0.013823821,0.008518405,0.003139469,0.019706586,0.006015915,0.011396227,0
17,0.001015356,0.001128624,0.013147839,0.004550929,0.012705616,0,0.007447488,0.003190944,0
18,0.002224306,0.003135883,0.010748105,0.006417977,0.00655595,0,0.007447488,0.007293585,0
19,0.006701938,0.015531956,0.000270393,0.011085596,0.009049058,0,0.007447488,0.006267925,0
20,0.000468739,0.000669086,0.001994145,0.001400286,0.004875411,0,0.007447488,0.004672453,0
21,0.001613035,0.001028955,0.007689289,0.006417977,0.009085993,0,0.007447488,0.007293585,0
22,0.001435972,0.001141695,0.013823821,0.003150643,0.002991729,0,0.007447488,0.011396227,0
23,0.001286093,0.000928061,0.000692881,0.011085596,0.003398014,0,0.007447488,0.011396227,0
24,0.002064509,0.00357949,0.013519629,0.005484453,0.013979872,0.003853243,0.007339913,0.002279245,0
25,0.040069466,0.004704438,0.001301264,0.011669048,0.002086824,0,0.008274987,0,0
26,0.001242379,0.000959106,0.000997073,0.011669048,0.002603913,0,0.007447488,0.011396227,1
27,0.003298805,0.005006711,0.010139722,0.000816833,0.006334341,0,0.007447488,0.009914717,0
28,0.007144963,0.013023086,0.007047107,0.002917262,0.010821935,0,0.009102485,0.004786415,0
29,0.002647493,0.003566419,0.009649635,0.007468191,0.006832962,0.005174355,0.007207513,0.007293585,0
30,0.000102491,2.37E-05,0.002416634,0.000816833,0.017784169,0,0.007447488,0,0
31,0.002436634,0.00281482,0.004224884,0.004901,0.00145893,0,0.007447488,0.011396227,1
32,0.003195947,0.005179497,0.006506321,0.003617405,0.011652971,0,0.007447488,0.000911698,0
33,0.002152305,0.002910404,0.006962609,0.003384024,0.00947381,0.004844077,0.007646088,0.006723774,0
34,0.003554114,0.0058253,0.009514439,0.005134381,0.007756336,0,0.007447488,0.006381887,0
35,0.000590332,0.000924793,0.010866402,0.000816833,0.003693493,0,0.007447488,0.010598491,0
36,0.002831169,0.002481502,0.001960346,0.000583452,0.00648208,0.016183621,0.004526418,0.008775095,0
37,0.002002794,0.001987652,0.00037179,0.011318977,0.003268741,0,0.007447488,0.008775095,1
38,0.001308869,0.001280578,0.013739323,0.008051643,0.007073039,0.005504633,0.007348188,0.010712453,0
39,0.008813835,0.007775781,0.006033134,0.005017691,0.008790514,0,0.007447488,0.004900378,0
40,0.004731472,0.010748682,0.004512176,0.003850786,0.009012123,0.023339644,0.008332911,0,0
41,0.001359196,0.0013684,0.011559283,0.004317548,0.010434118,0,0.007447488,0.004216604,0
42,0.000924988,0.000666227,0.012285963,0.008518405,0.007497791,0.00330278,0.007373013,0.006267925,0
43,0.001106826,0.001254843,0.000946374,0.011669048,0.002825522,0,0.007447488,0.011168302,1
44,0.002395491,0.003612985,0.000388689,0.010852215,0.004653801,0,0.007447488,0.010826415,1
45,0.003421868,0.005382102,0.005205057,0.008051643,0.00648208,0.021357976,0.005411841,0.009686793,0
46,0.00084564,0.000470566,0.000152096,0.011552358,0.001477397,0,0.007447488,0.008205283,0
47,0.000693925,0.000783869,0.013333734,0.009218548,0.013610522,0,0.007447488,0.002393208,0
48,0.001405115,0.000869241,0.001402661,0.001983738,0.00648208,0.012880841,0.007033739,0.007635472,0
49,0.001506136,0.001734396,0.004072788,0.006884739,0.01056339,0.012550563,0.007190963,0.002735094,0
50,0.002929251,0.001947213,0.013333734,0.0073515,0.008144152,0.010568895,0.007058564,0.007749434,0
51,0.002712882,0.004195883,0.007807586,0.006301286,0.006666755,0.010568895,0.006934439,0.005242264,0
52,0.001218868,0.001307129,0.003075716,0.006417977,0.004469127,0.009908339,0.007224063,0.007293585,0
53,0.000495923,0.000113148,0.004833267,0.0024505,0.000572491,0,0.007447488,0,0
54,0.001175521,0.001865518,0.006506321,0.001750357,0.002437705,0.005284448,0.006876514,0.010484529,0
55,0.000783558,0.000582081,0.001132269,0.00233381,0.009787757,0,0.007447488,0.004558491,0
56,0.000305268,0.000161757,0.012674652,0.000700143,0.016343707,0,0.007447488,0.002165283,0
57,0.00428257,0.004517763,0.008449768,0.007818262,0.004376789,0,0.007447488,0.009458868,0
58,0.002107121,0.002794804,0.010748105,0.008518405,0.00685143,0.013321212,0.006992364,0.007293585,0
59,0.00277276,0.003080739,0.000811178,0.010502144,0.002788587,0,0.007447488,0.011396227,1
60,0.001184705,0.001119637,0.000405589,0.010852215,0.005189358,0,0.007447488,0.005926038,1
61,0.001157153,0.000759768,0.005627546,0.004550929,0.007682466,0,0.007447488,0.00501434,0
62,0.002298878,0.002061995,0.000185895,0.011552358,0.002973262,0,0.007447488,0.011396227,1
63,0.00209059,0.002188623,0.009210247,0.007468191,0.012779486,0,0.007447488,0.00102566,0
64,0.002447655,0.003298049,0.008449768,0.008051643,0.0161775,0.005504633,0.007348188,0.00501434,0
65,0.005473519,0.00543888,0.001132269,0.003850786,0.002954795,0.011339544,0.006677914,0.011396227,0
66,0.002862761,0.004137879,0.001740652,0.001166905,0.00415518,0,0.007447488,0.005926038,0
67,0.001900303,0.001546905,0.003548903,0.010385453,0.004395257,0,0.007447488,0.010826415,1
68,0.001316216,0.001103298,0.003937592,0.003850786,0.009603082,0.004073428,0.007389563,0.002279245,0
69,0.001014989,0.000704624,0.003447505,0.011435667,0.004746139,0,0.007447488,0.006951698,1
70,0.00101756,0.000725865,0.000692881,0.010735524,0.007700933,0,0.007447488,0.006837736,1
71,0.001235032,0.000959923,0.005205057,0.005367762,0.010267911,0,0.007447488,0.004330566,0
72,0.001422748,0.002870781,0.007689289,0.00956862,0.00247464,0,0.007447488,0.006267925,0
73,0.001664464,0.002462303,0.005205057,0.010735524,0.002456173,0,0.007447488,0.008319246,0
74,0.000844906,0.000686243,0.014077314,0.006768048,0.011191284,0,0.007447488,0.006609812,0
75,0.003235621,0.001592246,0.002602529,0.000933524,0.015235659,0,0.007447488,0.002621132,0
76,0.005308212,0.005038572,0.004224884,0.003850786,0.007442389,0.003192687,0.009036285,0.000911698,0
77,0.000246492,5.43E-05,0.004833267,0.001633667,0.000960308,0,0.004964992,0.011396227,0
78,0.0007167,0.000421549,0.002163141,0.011669048,0.004635334,0,0.007447488,0.005356227,1
79,0.002863128,0.005898009,0.002112442,0.001516976,0.006740625,0,0.007447488,0.002165283,0
80,0.007128799,0.010607349,0.007401997,0.001516976,0.010138639,0,0.007447488,0.00353283,0
81,0.001756669,0.002166566,0.009210247,0.007468191,0.010194041,0.020367142,0.006843414,0.004102642,0
82,0.002830801,0.002898149,0.006337326,0.002217119,0.006075796,0.011339544,0.006619989,0.004330566,0
83,0.008816407,0.020611376,0.007249901,0.003384024,0.015272594,0.005834911,0.007331638,0.003304906,0
84,0.000530821,0.000498751,0.000760479,0.00956862,0.000701764,0,0.007447488,0.008319246,0
85,0.000489678,0.000566559,0.004698071,0.002567191,0.009658485,0,0.007447488,0.005698113,0
86,0.000908457,0.000676031,0.002061743,0.011435667,0.00422905,0.003412872,0.007406113,0.01002868,0
87,0.002475206,0.002427991,0.007401997,0.004434238,0.006426678,0.008917506,0.007141313,0.00854717,0
88,0.002082141,0.001619206,0.004444578,0.003734095,0.009861627,0,0.007447488,0.007179623,0
89,0.001480789,0.000805518,0.005205057,0.00723481,0.00561411,0,0.007447488,0.007863397,0
90,0.001165602,0.001264238,0.011271991,0.010152072,0.006149666,0.003853243,0.007339913,0.006837736,0
91,0.002503125,0.002056685,0.006033134,0.009218548,0.007756336,0,0.007447488,0.006495849,0
